ALTER TABLE
ALTER TABLE
ALTER TABLE
BEGIN
 id  |  make  | model | year | license_plate 
-----+--------+-------+------+---------------
   1 | Toyota | Camry | 2009 | F76Ik59s
 616 | Toyota | Camry | 1993 | 129P5T
(2 rows)

SELECT 533
ALTER TABLE
SELECT 942
ALTER TABLE
SELECT 942
DROP TABLE
ALTER TABLE
SELECT 1000
DROP TABLE
ALTER TABLE
COMMIT
  id  | edition_id | license_plate 
  764 |        924 | mxCcBxn6Qqx
  765 |        333 | 8kqtn64Aq
  766 |        804 | yqtevIDQe5
  767 |        493 | LFFF8jxFV4
  768 |        759 | Cq5mDq10X
  769 |        131 | 9wLJdr9
  770 |        869 | mykk7e
  771 |        320 | Le1P8Ka7t
  772 |        181 | VjhveXmSRd
  773 |        760 | k10U5bW
  774 |        702 | Kwlynvh
  775 |        199 | fM5olsX7dca
  776 |        879 | HOz5PH7hIKVZ
  777 |        807 | P5CFJINk9Sa
  778 |        243 | ktNB8cq9
  779 |        628 | 9fAyEYWaxYw
  780 |        364 | zOnL0xRV3
  781 |        413 | YBvRBj5j6Lj6
  782 |        263 | eahB9qfTsZ
  783 |        756 | ELHPRM8bl9
  784 |         33 | wXOJqQMAceoE
  785 |        330 | wiyc4RP
  786 |         90 | jEgoKPPsT
  787 |        519 | R9c0Xxqnzg
  788 |        345 | C3YCyFhs
  789 |        841 | QWnxdqKQl
  790 |        770 | oJO72q5IY
  791 |        874 | fMCkFei3
  792 |        799 | EOT1safQ
  793 |        501 | 7GQg9M0p
  794 |        634 | f7qeAqMEFhR4
  795 |        834 | wbF1wl
  796 |        477 | ZsffZHRfo
  797 |        575 | sjUvAwSHQS
  798 |        730 | QqooF6397
  799 |        443 | EEsew05KAdd
  800 |        776 | ZoCCODUYv
  801 |        433 | KvNx67t5
  802 |        618 | OSmeNIVRH3
  803 |        769 | aoYf5EMK9uSF
  804 |        109 | o8y4UFaES5Cj
  805 |        425 | E1YyIHcnWJL
  806 |        397 | FB1HG3V
  807 |        652 | ehMuU1e
  808 |        234 | RQFeeKwwnr
  809 |        787 | Q9v1d9
  810 |        791 | uAwR9Q
  811 |        660 | 0Cy2P6PUvZ
  812 |        384 | foeJYTRpH
  813 |        138 | ctjnrahlLP
  814 |        802 | swABQv6DFh
  815 |        636 | q1ZtENe0
  816 |        366 | ydFtMbW
  817 |        529 | f12BAsZ
  818 |        626 | cXwZknkym10a
  819 |        711 | ep5HyOX8
  820 |        377 | 3qUxSA
  821 |        441 | lZDCjX
  822 |        276 | NT2sly43er
  823 |        617 | qvW1rWRVUu
  824 |        556 | qiGHTB6hf1Bx
  825 |        416 | rQJcxiqA3
  826 |         58 | SfhcG9mRo
  827 |        842 | W3kQidK
  828 |        457 | nk8aswrnl
  829 |        865 | qgwuKpTfUsvS
  830 |        182 | EUt2SpVxDyOn
  831 |        315 | EMXZioatb
  832 |        124 | 6BUUOFu7u8j
  833 |        941 | R5PxBM
  834 |        647 | DwyMI2Ena
  835 |        731 | GHoYkJb
  836 |        941 | StwrzuTld
  837 |        121 | 4KdmCk
  838 |        532 | 81bVXumR
  839 |         86 | 4GPVPkfjaE
  840 |        596 | OLfWBr3zrQ
  841 |        322 | qwpP9cFPBLhr
  842 |         49 | 5Qn35z
  843 |        239 | AOhEpJpJZKec
  844 |        156 | TrnPrl9rjE
  845 |        310 | JfsH1KPF
  846 |        210 | hBLbAh3
  847 |        359 | oBkgDQnD
  848 |        268 | sTPaEPW8
  849 |        115 | J0wDvf
  850 |         88 | g3tT0PLO4ykQ
  851 |        255 | x6GnYBGm2nJr
  852 |        832 | s3ztHw03sY
  853 |        382 | HFX0mC
  854 |        531 | ds6Z0FYNXSEr
  855 |        528 | Rh4QyacaQy
  856 |        908 | 4D25rOba
  857 |         53 | Oq5Rt81HNL
  858 |        850 | 5IDINY71xbBw
  859 |        811 | agixei2J
  860 |        479 | gYFoqo
  861 |        837 | xOSSFm7
  862 |         12 | kemqUm8
  863 |        539 | 01K1eyg
  864 |        892 | PJVoUTbJ
  865 |         96 | pdTqBidDVR
  866 |        587 | nahcs05
  867 |        846 | rDVAbeV70
  868 |        355 | j6Z11HO02J
  869 |         71 | pyfomlxOFdmL
  870 |        584 | vH2ka6OoF
  871 |        308 | KurKkM
  872 |        631 | VgNQL1kgy
  873 |         25 | 1RPjNJwO1H
  874 |        495 | WgcdnYA8KKS
  875 |        391 | UJBo1OnB
  876 |        801 | xRvcVPz2ozMJ
  877 |        332 | klT44fT
  878 |        350 | Og8kBT
  879 |        470 | mnpN1GKzx
  880 |        705 | dRZSWImV
  881 |        194 | OS4hGbJqe
  882 |        459 | EZmc7WWizVwB
  883 |        747 | YilZTjhKfO4j
  884 |        223 | aY8GdGJ
  885 |        186 | 0EsEog2
  886 |        670 | dRwMSPEeuT
  887 |        595 | CCfXJrDQqt5
  888 |        392 | e8tPDEt78EVN
  889 |        283 | jRFDm1xLRzjx
  890 |        482 | 1hDISpLdn
  891 |        773 | VIkn9Tiu
  892 |        601 | fMMqfdy18X
  893 |        599 | yPvJlSbuiVJ
  894 |         40 | DtXyRuKsCirg
  895 |        264 | LGFfWpZS
  896 |        467 | GCviYEeSSyyr
  897 |        511 | lzMiXWRO1Ni4
  898 |        783 | cTzP9SnP
  899 |        177 | CiKpUnG5tO
  900 |        673 | BLyrsIhsaO
  901 |        411 | UwOL1Et262R2
  902 |        746 | cuBG26L
  903 |        749 | gSx4s6a6TMZ
  904 |        564 | Pqj1mHEW3
  905 |        261 | tput6G
  906 |         79 | D1q6EU
  907 |        651 | LOvYfcwmC
  908 |        392 | B7mCRk8
  909 |        324 | pvGEGJiX
  910 |        729 | Cs5KxAJ9ikt
  911 |         75 | EmsqoU
  912 |        467 | R0crw2gW
  913 |        830 | 40gAm58W
  914 |        934 | BMUgcqjRw4
  915 |        137 | KC34oB
  916 |        678 | oSsEHt
  917 |        621 | N4fz9yLeBs
  918 |        373 | Q3WSvWQpASD
  919 |        287 | RYm4CIYlE3gx
  920 |        201 | oeafIvXSGqx
  921 |         42 | rCyUBang7QE5
  922 |        219 | BaMX5XzHM
  923 |        363 | p3fbczEYWZC
  924 |         64 | hw3xl1
  925 |         90 | uOyb8z35qEaf
  926 |         44 | EnxvDVu
  927 |        113 | g7VdxCDy
  928 |        146 | BDPYcO
  929 |        845 | n3NXGCI
  930 |        876 | Qet71kgKIPv
  931 |        898 | fZ7DPThqDrO
  932 |        778 | mHCbZMTmw
  933 |        638 | pqEDoCCc7X
  934 |        118 | FoAI9VbZQf
  935 |        709 | srliWSCqtCA
  936 |        450 | Y7GPORUS
  937 |        923 | GR9i5qCK7G
  938 |        779 | FkvMvCfy
  939 |        102 | mTaijQ
  940 |        706 | NIJW6WMXTHMm
  941 |        168 | xgIX42Bxapx
  942 |         87 | HO6XAGf
  943 |        736 | br3KqkQIAE2m
  944 |        737 | IQcMOR
  945 |        396 | 0q5X2l7RRVv
  946 |        913 | C2eDc0o0gjt
  947 |        722 | M4zO3LmGLpF
  948 |        260 | ulH3V8D7ld9
  949 |        229 | 5uFHCCQKV
  950 |        494 | FGlAhGN1kp
  951 |        693 | jXCpb6NjYz
  952 |        758 | ykcX297ziIn
  953 |        928 | CmcMa1BTJ
  954 |        149 | bt85FMnXUmh
  955 |        797 | JjPjEqEqjU
  956 |        829 | 2Sxc3UYYY98N
  957 |        680 | yUyPmpK
  958 |        272 | Vk78oDyarbHd
  959 |        525 | cIsMlSnX0aa
  960 |         98 | iRtfdF0vF
  961 |        822 | uf62zi
  962 |         19 | pPMjkR
  963 |        581 | 350ObHBi9jMY
  964 |        319 | XyFiLWevwr
  965 |        415 | 30856MB
  966 |        340 | Qzla608j
  967 |        878 | 56jg13h3
  968 |          5 | Q5LUGUuppmsG
  969 |        933 | wLYp0Kr0xF8u
  970 |        772 | 2rEbuO63W
  971 |         66 | zsyAVk
  972 |        553 | CB6EhkBaA52
  973 |        637 | 8Lhes7
  974 |        579 | NGdCQG
  975 |        873 | 8cXnuNq3xk
  976 |        247 | QHK0Gji7
  977 |         97 | sBQNUCO9
  978 |        870 | eZHyoUR
  979 |        266 | HAv8njHtUs
  980 |        409 | HKNDjtI2n
  981 |        295 | zM8dQz2I
  982 |        155 | 0ilqTYfUmqcY
  983 |        927 | XrwEDoO0iR7
  984 |        400 | qbZNfYQ
  985 |        422 | U01mVC
  986 |          1 | oCr8iu
  987 |        375 | 0NPvk08
  988 |         61 | nblEFaWx
  989 |        817 | 5PyilA
  990 |        812 | bnzXcIeuKiL
  991 |        682 | iNdayJxn6qkj
  992 |        521 | XVQpA5Dl
  993 |        297 | DlOGzw
  994 |        439 | TMInvwCd2lS
  995 |        253 | e8EqEUBZh6I
  996 |        314 | PU1dchTCGO
  997 |        727 | A2cJLJEETfw
  998 |        339 | BzPDQc6nwl
  999 |        336 | e1q7agl
 1000 |        347 | 03SQ81rb4J
(1000 rows)

 id  | year | model_id 
-----+------+----------
   1 | 2012 |      522
   2 | 2000 |      387
   3 | 2006 |      341
   4 | 2010 |      508
   5 | 1993 |      530
   6 | 2008 |      175
   7 | 1994 |      132
   8 | 2005 |      216
   9 | 2009 |      310
  10 | 2002 |      185
  11 | 2001 |      194
  12 | 2002 |      525
  13 | 1967 |       41
  14 | 2000 |      252
  15 | 2006 |      323
  16 | 2005 |      310
  17 | 2010 |      450
  18 | 2000 |      173
  19 | 2010 |      231
  20 | 2004 |      295
  21 | 2008 |      299
  22 | 2011 |      196
  23 | 2006 |      160
  24 | 1996 |      304
  25 | 2004 |      233
  26 | 1994 |      139
  27 | 1995 |      162
  28 | 2012 |      112
  29 | 2004 |        5
  30 | 1996 |      394
  31 | 1996 |      320
  32 | 2008 |       67
  33 | 1998 |      370
  34 | 2003 |        9
  35 | 1998 |      120
  36 | 2010 |      223
  37 | 2004 |      371
  38 | 1998 |      520
  39 | 1994 |      308
  40 | 2009 |      506
  41 | 2002 |      242
  42 | 2008 |       59
  43 | 1992 |      459
  44 | 2004 |      442
  45 | 1997 |      286
  46 | 2004 |      478
  47 | 2010 |      469
  48 | 2012 |      289
  49 | 1996 |      290
  50 | 1999 |      497
  51 | 2000 |      475
  52 | 2008 |      193
  53 | 1997 |      521
  54 | 1991 |      330
  55 | 2010 |      364
  56 | 1990 |      291
  57 | 1991 |      503
  58 | 2000 |      337
  59 | 1994 |       50
  60 | 2002 |      311
  61 | 1997 |      349
  62 | 1986 |      487
  63 | 1998 |      255
  64 | 1990 |       61
  65 | 2012 |      428
  66 | 2005 |      342
  67 | 2010 |      478
  68 | 1990 |      149
  69 | 2002 |      213
  70 | 1994 |      459
  71 | 1987 |      433
  72 | 2006 |      363
  73 | 1994 |      183
  74 | 1991 |      181
  75 | 1998 |      164
  76 | 2006 |      368
  77 | 2010 |      265
  78 | 1995 |       36
  79 | 2002 |       19
  80 | 1998 |      497
  81 | 2005 |      401
  82 | 2008 |       57
  83 | 2012 |      136
  84 | 1993 |      329
  85 | 1990 |       89
  86 | 2003 |      204
  87 | 1990 |      530
  88 | 2008 |      288
  89 | 1986 |      101
  90 | 1999 |      462
  91 | 2010 |      306
  92 | 2001 |      451
  93 | 2010 |      134
  94 | 1992 |      266
  95 | 1986 |       51
  96 | 2007 |      450
  97 | 1994 |      195
  98 | 1994 |      330
  99 | 2011 |      286
 100 | 2009 |      413
 101 | 2007 |      324
 102 | 1994 |      211
 103 | 2012 |      299
 104 | 2002 |      167
 105 | 2003 |       65
 106 | 1999 |      176
 107 | 1997 |      373
 108 | 2006 |      445
 109 | 2009 |      354
 110 | 2007 |      252
 111 | 2011 |      251
 112 | 2011 |      184
 113 | 1995 |       72
 114 | 1990 |       85
 115 | 1995 |      346
 116 | 2007 |      100
 117 | 1994 |      351
 118 | 1991 |      414
 119 | 1992 |      144
 120 | 1993 |      264
 121 | 1986 |      117
 122 | 1993 |      447
 123 | 2003 |      458
 124 | 2012 |      123
 125 | 1989 |      353
 126 | 2010 |       16
 127 | 2012 |      398
 128 | 2006 |      381
 129 | 1998 |      321
 130 | 2007 |       75
 131 | 1999 |      191
 132 | 2006 |      108
 133 | 2009 |      342
 134 | 2004 |       93
 135 | 1993 |      493
 136 | 2001 |      344
 137 | 2009 |      424
 138 | 2003 |      429
 139 | 2008 |      418
 140 | 2007 |       15
 141 | 2008 |      191
 142 | 1976 |      226
 143 | 1992 |       77
 144 | 2010 |      324
 145 | 1999 |      220
 146 | 1994 |      221
 147 | 2003 |      388
 148 | 1992 |      379
 149 | 2003 |      212
 150 | 1984 |      302
 151 | 1993 |       89
 152 | 1992 |       83
 153 | 1995 |       80
 154 | 2007 |      405
 155 | 1964 |       55
 156 | 2012 |      314
 157 | 2007 |      531
 158 | 1996 |      333
 159 | 1995 |       66
 160 | 2007 |      529
 161 | 1953 |      368
 162 | 2004 |      386
 163 | 2006 |       35
 164 | 1996 |      137
 165 | 2008 |      319
 166 | 2000 |      268
 167 | 1984 |       36
 168 | 2001 |        5
 169 | 1991 |      496
 170 | 2004 |       90
 171 | 2007 |      278
 172 | 2000 |      303
 173 | 2009 |      474
 174 | 1992 |      413
 175 | 2007 |      336
 176 | 1996 |      465
 177 | 1992 |       98
 178 | 2012 |      455
 179 | 2009 |      262
 180 | 2007 |      525
 181 | 1999 |      109
 182 | 2004 |      243
 183 | 1976 |      344
 184 | 2006 |      180
 185 | 1990 |      181
 186 | 2012 |      502
 187 | 2004 |      525
 188 | 2011 |      116
 189 | 1997 |      240
 190 | 2010 |       90
 191 | 1992 |       58
 192 | 2001 |      407
 193 | 2003 |      430
 194 | 2009 |      398
 195 | 2002 |      243
 196 | 2009 |      100
 197 | 2008 |       90
 198 | 2009 |      350
 199 | 1993 |      105
 200 | 1985 |       51
 201 | 2012 |      104
 202 | 1993 |       23
 203 | 2000 |      509
 204 | 2000 |      417
 205 | 2004 |      523
 206 | 1997 |      170
 207 | 1992 |      273
 208 | 2006 |        7
 209 | 2000 |      137
 210 | 2006 |      125
 211 | 2005 |       35
 212 | 2002 |       98
 213 | 2012 |        7
 214 | 2008 |      338
 215 | 2001 |       34
 216 | 1993 |      198
 217 | 1968 |      229
 218 | 2012 |      131
 219 | 1998 |      440
 220 | 1998 |      337
 221 | 2003 |      288
 222 | 1991 |      110
 223 | 1995 |      301
 224 | 2009 |      513
 225 | 1998 |      367
 226 | 2007 |       97
 227 | 1997 |       24
 228 | 2002 |      195
 229 | 1983 |      396
 230 | 1994 |      478
 231 | 1992 |      271
 232 | 2012 |      171
 233 | 1993 |      179
 234 | 1997 |      470
 235 | 2001 |      263
 236 | 2002 |      451
 237 | 2004 |       17
 238 | 2012 |       22
 239 | 2010 |      481
 240 | 1998 |      190
 241 | 2005 |      361
 242 | 2005 |      528
 243 | 2003 |      172
 244 | 1994 |      178
 245 | 2008 |      130
 246 | 1985 |      509
 247 | 2000 |      381
 248 | 2012 |      276
 249 | 1993 |      224
 250 | 2006 |      364
 251 | 1997 |      200
 252 | 2003 |      250
 253 | 2004 |      187
 254 | 2004 |      126
 255 | 2005 |      191
 256 | 1994 |      458
 257 | 2004 |      500
 258 | 2007 |      284
 259 | 2005 |      507
 260 | 2005 |      219
 261 | 2007 |      163
 262 | 1995 |      110
 263 | 1990 |      379
 264 | 2004 |      513
 265 | 1995 |      476
 266 | 2009 |      363
 267 | 1995 |       11
 268 | 2012 |      113
 269 | 2006 |      338
 270 | 1996 |      353
 271 | 2005 |      502
 272 | 2001 |      300
 273 | 1999 |      466
 274 | 2007 |      384
 275 | 1994 |      199
 276 | 1985 |      267
 277 | 2013 |      494
 278 | 2008 |       91
 279 | 1988 |      302
 280 | 1996 |       45
 281 | 1999 |      279
 282 | 1994 |      439
 283 | 2006 |       27
 284 | 2006 |        8
 285 | 1998 |      139
 286 | 2002 |      240
 287 | 1978 |      229
 288 | 2011 |      360
 289 | 1987 |      419
 290 | 2011 |      318
 291 | 1998 |      138
 292 | 2012 |      532
 293 | 2004 |      200
 294 | 1996 |      475
 295 | 1986 |       78
 296 | 2007 |      498
 297 | 2004 |      260
 298 | 2008 |      407
 299 | 2010 |       60
 300 | 2013 |      176
 301 | 2011 |      532
 302 | 2007 |       68
 303 | 2004 |      113
 304 | 1993 |      271
 305 | 1997 |      249
 306 | 2010 |       59
 307 | 2010 |      142
 308 | 2005 |       45
 309 | 1992 |       93
 310 | 1993 |      373
 311 | 2009 |      339
 312 | 2010 |      208
 313 | 1993 |      281
 314 | 2002 |      278
 315 | 1996 |      450
 316 | 1992 |       79
 317 | 2002 |        5
 318 | 2009 |      502
 319 | 2012 |      100
 320 | 1986 |      419
 321 | 2010 |      405
 322 | 1926 |      232
 323 | 1987 |       37
 324 | 2006 |      488
 325 | 1987 |      520
 326 | 2009 |      454
 327 | 2008 |      121
 328 | 1987 |      435
 329 | 2010 |      182
 330 | 2001 |       48
 331 | 1998 |      496
 332 | 1996 |      313
 333 | 2006 |      382
 334 | 2005 |      473
 335 | 2003 |      464
 336 | 2004 |      304
 337 | 2011 |      399
 338 | 1987 |      170
 339 | 2001 |      180
 340 | 1985 |      302
 341 | 2001 |      150
 342 | 1984 |       84
 343 | 1997 |      217
 344 | 1994 |      207
 345 | 1989 |      392
 346 | 1985 |       98
 347 | 2003 |       15
 348 | 1992 |      391
 349 | 2006 |      359
 350 | 2012 |      407
 351 | 2009 |      364
 352 | 1996 |      478
 353 | 1990 |      317
 354 | 1992 |      162
 355 | 1998 |      373
 356 | 1999 |      240
 357 | 2011 |      168
 358 | 1996 |        1
 359 | 2009 |      303
 360 | 1971 |      332
 361 | 1992 |       49
 362 | 1999 |      375
 363 | 2010 |      141
 364 | 2000 |       57
 365 | 1986 |      239
 366 | 2002 |       99
 367 | 2006 |      366
 368 | 1995 |       14
 369 | 1992 |      250
 370 | 1987 |      109
 371 | 2007 |       57
 372 | 1965 |       41
 373 | 1998 |      269
 374 | 1994 |      344
 375 | 2000 |      319
 376 | 2006 |      525
 377 | 1988 |       85
 378 | 2008 |      375
 379 | 2003 |      216
 380 | 2004 |      307
 381 | 1963 |      495
 382 | 1997 |      514
 383 | 2004 |       24
 384 | 2004 |      235
 385 | 1995 |      215
 386 | 2007 |      507
 387 | 1997 |      340
 388 | 2011 |      169
 389 | 2008 |      463
 390 | 1994 |      527
 391 | 2010 |      146
 392 | 1995 |      486
 393 | 2009 |      177
 394 | 1996 |       31
 395 | 1988 |      316
 396 | 2006 |       40
 397 | 1987 |       12
 398 | 2000 |      229
 399 | 2006 |      116
 400 | 2012 |       38
 401 | 2008 |       62
 402 | 2005 |      244
 403 | 1995 |      501
 404 | 2006 |      384
 405 | 2003 |       26
 406 | 2006 |      238
 407 | 1989 |      385
 408 | 1976 |      460
 409 | 1992 |      152
 410 | 1994 |      248
 411 | 2007 |      164
 412 | 2006 |      482
 413 | 2001 |      279
 414 | 1985 |        2
 415 | 2007 |       92
 416 | 2000 |      377
 417 | 2012 |       34
 418 | 2005 |      520
 419 | 2013 |      134
 420 | 2009 |      135
 421 | 2007 |      168
 422 | 2012 |      130
 423 | 1992 |      503
 424 | 1993 |      343
 425 | 1995 |      342
 426 | 2007 |       54
 427 | 2003 |      247
 428 | 1990 |      195
 429 | 2009 |      444
 430 | 2012 |      154
 431 | 1984 |      229
 432 | 1998 |      427
 433 | 2005 |      222
 434 | 1997 |       73
 435 | 2012 |      219
 436 | 1994 |      468
 437 | 2000 |       10
 438 | 2007 |      395
 439 | 1987 |      145
 440 | 2005 |      325
 441 | 2003 |      385
 442 | 2000 |       47
 443 | 2010 |      131
 444 | 1995 |        2
 445 | 2007 |      358
 446 | 1966 |      198
 447 | 1994 |      389
 448 | 2000 |      431
 449 | 1992 |      421
 450 | 2010 |      485
 451 | 1998 |      344
 452 | 2009 |      517
 453 | 2009 |      434
 454 | 2003 |       93
 455 | 1992 |      170
 456 | 2003 |      177
 457 | 2006 |      309
 458 | 2005 |       64
 459 | 1992 |      312
 460 | 1998 |       51
 461 | 1991 |      126
 462 | 2002 |      401
 463 | 2008 |      212
 464 | 2006 |      345
 465 | 2004 |       47
 466 | 2008 |      206
 467 | 2008 |      198
 468 | 1969 |      533
 469 | 2011 |      242
 470 | 1998 |      220
 471 | 2008 |      395
 472 | 2008 |      173
 473 | 1996 |      190
 474 | 2008 |       96
 475 | 1997 |      230
 476 | 2002 |      390
 477 | 2011 |      326
 478 | 1999 |       80
 479 | 2002 |      176
 480 | 1995 |      195
 481 | 1987 |       98
 482 | 1969 |      198
 483 | 2003 |        1
 484 | 2001 |       90
 485 | 2000 |      133
 486 | 2012 |      424
 487 | 2003 |      371
 488 | 2011 |       34
 489 | 2004 |      458
 490 | 1985 |       36
 491 | 2010 |      151
 492 | 2003 |       33
 493 | 2008 |      339
 494 | 1999 |      461
 495 | 2010 |      299
 496 | 2010 |      522
 497 | 1996 |      408
 498 | 2007 |      201
 499 | 1966 |      472
 500 | 1993 |      161
 501 | 1986 |      414
 502 | 2003 |      331
 503 | 1986 |      110
 504 | 2011 |      296
 505 | 2006 |      284
 506 | 2009 |       30
 507 | 2011 |      228
 508 | 2007 |      444
 509 | 1990 |      422
 510 | 2002 |      438
 511 | 1998 |      504
 512 | 1996 |      183
 513 | 1994 |        1
 514 | 2007 |      335
 515 | 2006 |      342
 516 | 1994 |       43
 517 | 2002 |      520
 518 | 2011 |      212
 519 | 1964 |      192
 520 | 2004 |      114
 521 | 2010 |       95
 522 | 2005 |      172
 523 | 2003 |      202
 524 | 2006 |      497
 525 | 2008 |      166
 526 | 2012 |       21
 527 | 2005 |       17
 528 | 2005 |      301
 529 | 2005 |      374
 530 | 1996 |      102
 531 | 2002 |       24
 532 | 1998 |       42
 533 | 2008 |      289
 534 | 2002 |       26
 535 | 2004 |      430
 536 | 1985 |      499
 537 | 1999 |      368
 538 | 2012 |       60
 539 | 1992 |      283
 540 | 1997 |      129
 541 | 2003 |        6
 542 | 2007 |      452
 543 | 1989 |      379
 544 | 2009 |      150
 545 | 2002 |      399
 546 | 2012 |      446
 547 | 1989 |       25
 548 | 2005 |      304
 549 | 1991 |      257
 550 | 2005 |       15
 551 | 1993 |      211
 552 | 2002 |      191
 553 | 2006 |      531
 554 | 1988 |      423
 555 | 2000 |       17
 556 | 2000 |      492
 557 | 2006 |      214
 558 | 1998 |      245
 559 | 2009 |      214
 560 | 1994 |      337
 561 | 1997 |      512
 562 | 2002 |      457
 563 | 2002 |      381
 564 | 2009 |       70
 565 | 2009 |        4
 566 | 2000 |      109
 567 | 1992 |      320
 568 | 2001 |      269
 569 | 1993 |      516
 570 | 2010 |      177
 571 | 2003 |      358
 572 | 1997 |      191
 573 | 1986 |      356
 574 | 1987 |      272
 575 | 2011 |      424
 576 | 2010 |      267
 577 | 2006 |      172
 578 | 1994 |      448
 579 | 2002 |      298
 580 | 1995 |      153
 581 | 2008 |       52
 582 | 1993 |      420
 583 | 1997 |      188
 584 | 2004 |      464
 585 | 1992 |      220
 586 | 1992 |      186
 587 | 2007 |      174
 588 | 2005 |      111
 589 | 2012 |       86
 590 | 1998 |      295
 591 | 2012 |      338
 592 | 2002 |      349
 593 | 1969 |      392
 594 | 1994 |      447
 595 | 2003 |      507
 596 | 2004 |      357
 597 | 2012 |      280
 598 | 2006 |      165
 599 | 2001 |      491
 600 | 2008 |      112
 601 | 1990 |      384
 602 | 2008 |      141
 603 | 1994 |      305
 604 | 2000 |      301
 605 | 1997 |      279
 606 | 2007 |      515
 607 | 1999 |      132
 608 | 2005 |      311
 609 | 2011 |       40
 610 | 1989 |      521
 611 | 2000 |      263
 612 | 2011 |      158
 613 | 2002 |      462
 614 | 2010 |      159
 615 | 2010 |      413
 616 | 2006 |      111
 617 | 2002 |      203
 618 | 2009 |      465
 619 | 2006 |      418
 620 | 1999 |      441
 621 | 1996 |      259
 622 | 1998 |      474
 623 | 2006 |      254
 624 | 2002 |      173
 625 | 2008 |      520
 626 | 1997 |      277
 627 | 1995 |      461
 628 | 1995 |      120
 629 | 2009 |      359
 630 | 2003 |      526
 631 | 2011 |      415
 632 | 1989 |       94
 633 | 2009 |      362
 634 | 2006 |      399
 635 | 2004 |      133
 636 | 1997 |      355
 637 | 2006 |      480
 638 | 1985 |       48
 639 | 2004 |      510
 640 | 2009 |       90
 641 | 1994 |      188
 642 | 1978 |      505
 643 | 1993 |      405
 644 | 2005 |       28
 645 | 2005 |      319
 646 | 1993 |      124
 647 | 1994 |      485
 648 | 1993 |      327
 649 | 2007 |      237
 650 | 2012 |      474
 651 | 1986 |      215
 652 | 1996 |      120
 653 | 2003 |      510
 654 | 1997 |      435
 655 | 1997 |      319
 656 | 2010 |      128
 657 | 1992 |      274
 658 | 2008 |      324
 659 | 1990 |      356
 660 | 1997 |      486
 661 | 2007 |      465
 662 | 2002 |       17
 663 | 2009 |      292
 664 | 1975 |       38
 665 | 1993 |       81
 666 | 2004 |      218
 667 | 1993 |       53
 668 | 2003 |      306
 669 | 1990 |      267
 670 | 1993 |      352
 671 | 1997 |      176
 672 | 2007 |      425
 673 | 2012 |      366
 674 | 2004 |      469
 675 | 1993 |      517
 676 | 2001 |      173
 677 | 1989 |      285
 678 | 1998 |      353
 679 | 1996 |      147
 680 | 1989 |      435
 681 | 2009 |      256
 682 | 1995 |      436
 683 | 1996 |      107
 684 | 2012 |      303
 685 | 1993 |      397
 686 | 1987 |      509
 687 | 2000 |      322
 688 | 1993 |       72
 689 | 2011 |      164
 690 | 2011 |      435
 691 | 2009 |       59
 692 | 2010 |      477
 693 | 2006 |      438
 694 | 1986 |      293
 695 | 2003 |      173
 696 | 2000 |      240
 697 | 1993 |       69
 698 | 2000 |       63
 699 | 2012 |      227
 700 | 2012 |      282
 701 | 2011 |      347
 702 | 2002 |      143
 703 | 2000 |      148
 704 | 2004 |      528
 705 | 2000 |      393
 706 | 1999 |      432
 707 | 2012 |      479
 708 | 1984 |        2
 709 | 1992 |      346
 710 | 1999 |      384
 711 | 1993 |       94
 712 | 1989 |      487
 713 | 1986 |       25
 714 | 2008 |      437
 715 | 1984 |       78
 716 | 1998 |      365
 717 | 2000 |      278
 718 | 1992 |      258
 719 | 1988 |      346
 720 | 2009 |      376
 721 | 2012 |      286
 722 | 1993 |      261
 723 | 1985 |      155
 724 | 2006 |      395
 725 | 2009 |      270
 726 | 2011 |      276
 727 | 1985 |       61
 728 | 1995 |      179
 729 | 2003 |      235
 730 | 1999 |      439
 731 | 2006 |      319
 732 | 1974 |      198
 733 | 2011 |      260
 734 | 2007 |       59
 735 | 2006 |       88
 736 | 1992 |      119
 737 | 2006 |      415
 738 | 1996 |      397
 739 | 2008 |      140
 740 | 2012 |      194
 741 | 2001 |      518
 742 | 1994 |      334
 743 | 1990 |      205
 744 | 1985 |       56
 745 | 2001 |      191
 746 | 1997 |      132
 747 | 2012 |       76
 748 | 2006 |      127
 749 | 2008 |       32
 750 | 1997 |      454
 751 | 2006 |       46
 752 | 2003 |      209
 753 | 2004 |      300
 754 | 2012 |      309
 755 | 2008 |      458
 756 | 2010 |      252
 757 | 2004 |      222
 758 | 1997 |      294
 759 | 1995 |       23
 760 | 2008 |      254
 761 | 2006 |      223
 762 | 2007 |      255
 763 | 1999 |      400
 764 | 1980 |       38
 765 | 2004 |       57
 766 | 2005 |      134
 767 | 2007 |      532
 768 | 2004 |      255
 769 | 1990 |      392
 770 | 2002 |      426
 771 | 1994 |      321
 772 | 2010 |      236
 773 | 2006 |       30
 774 | 2007 |      373
 775 | 2012 |      483
 776 | 2012 |      373
 777 | 2004 |      524
 778 | 1989 |      416
 779 | 2006 |       96
 780 | 1997 |      461
 781 | 2009 |      511
 782 | 2009 |      131
 783 | 2010 |      369
 784 | 2008 |       60
 785 | 2008 |      364
 786 | 2001 |      126
 787 | 1993 |       71
 788 | 2005 |      101
 789 | 2005 |      348
 790 | 2000 |      379
 791 | 1993 |      210
